iso,epochMs,cpuSeconds,cpuPercent,workingSetBytes,privateBytes
2026-08-17T02:53:16.9784229Z,1786935196978,115.5,5.54,242307072,284200960
2026-08-17T02:53:17.9994521Z,1786935197999,116.344,4.13,195121152,238481408
2026-08-17T02:53:19.0144164Z,1786935199014,117.406,5.23,267378688,310431744
2026-08-17T02:53:20.0258106Z,1786935200025,118.484,5.33,228110336,269406208
2026-08-17T02:53:21.0429296Z,1786935201042,119.578,5.38,228265984,269410304
2026-08-17T02:53:22.0565881Z,1786935202056,120.625,5.16,224022528,264941568
2026-08-17T02:53:23.0769289Z,1786935203076,121.812,5.82,223129600,264212480
2026-08-17T02:53:24.1040201Z,1786935204104,122.891,5.25,276721664,319528960
2026-08-17T02:53:25.1311070Z,1786935205131,123.641,3.65,202715136,245440512
2026-08-17T02:53:26.1522128Z,1786935206152,124.797,5.66,252493824,294518784
2026-08-17T02:53:27.1668649Z,1786935207166,125.859,5.24,226582528,258949120
2026-08-17T02:53:28.1982687Z,1786935208198,127.109,6.06,253825024,286519296
2026-08-17T02:53:29.2108442Z,1786935209210,128.047,4.63,226799616,259207168
2026-08-17T02:53:30.2223425Z,1786935210222,129.094,5.17,268791808,302534656
2026-08-17T02:53:31.2330112Z,1786935211233,129.719,3.09,214102016,246095872
2026-08-17T02:53:32.2438832Z,1786935212243,130.562,4.17,237776896,270716928
2026-08-17T02:53:33.2668222Z,1786935213266,131.141,2.83,230297600,255868928
2026-08-17T02:53:34.2845059Z,1786935214284,131.938,3.92,227815424,253632512
2026-08-17T02:53:35.2988118Z,1786935215298,132.766,4.08,243019776,269053952
2026-08-17T02:53:36.3108516Z,1786935216310,133.719,4.71,211775488,237117440
2026-08-17T02:53:37.3295959Z,1786935217329,134.406,3.37,258637824,285122560
2026-08-17T02:53:38.3511946Z,1786935218351,135.312,4.44,254611456,276889600
2026-08-17T02:53:39.3699151Z,1786935219369,136.281,4.75,248762368,271265792
2026-08-17T02:53:40.3849129Z,1786935220384,137.125,4.16,219971584,242147328
2026-08-17T02:53:41.4020799Z,1786935221402,138.062,4.61,282304512,305319936
2026-08-17T02:53:42.4107836Z,1786935222410,138.828,3.8,267284480,286609408
2026-08-17T02:53:43.4228529Z,1786935223422,139.594,3.78,240693248,257990656
2026-08-17T02:53:44.4352302Z,1786935224435,140.406,4.01,234274816,251449344
2026-08-17T02:53:45.4421038Z,1786935225442,141.234,4.11,222474240,238907392
2026-08-17T02:53:46.4516771Z,1786935226451,141.828,2.94,229101568,246022144
2026-08-17T02:53:47.4629263Z,1786935227462,142.672,4.17,227536896,244338688
2026-08-17T02:53:48.4761769Z,1786935228476,143.516,4.16,241528832,258629632
2026-08-17T02:53:49.4805286Z,1786935229480,144.156,3.19,256143360,273448960
2026-08-17T02:53:50.4929938Z,1786935230492,144.859,3.47,245473280,262459392
2026-08-17T02:53:51.5131220Z,1786935231513,145.547,3.37,221896704,238350336
2026-08-17T02:53:52.5236164Z,1786935232523,146.25,3.48,215666688,230621184
2026-08-17T02:53:53.5386735Z,1786935233538,146.969,3.54,249049088,264794112
2026-08-17T02:53:54.5471242Z,1786935234547,147.547,2.87,226566144,242008064
2026-08-17T02:53:55.5613296Z,1786935235561,148.359,4.01,241360896,257040384
2026-08-17T02:53:56.5663654Z,1786935236566,149.047,3.42,220889088,236134400
2026-08-17T02:53:57.5762491Z,1786935237576,149.828,3.87,241840128,258179072
2026-08-17T02:53:58.5926877Z,1786935238592,150.359,2.61,213299200,229416960
2026-08-17T02:53:59.6149425Z,1786935239614,151.109,3.67,226832384,242421760
2026-08-17T02:54:00.6345827Z,1786935240634,151.625,2.53,282861568,299700224
2026-08-17T02:54:01.6471436Z,1786935241647,152.344,3.55,264708096,280948736
2026-08-17T02:54:02.6616676Z,1786935242661,152.953,3,235597824,251240448
2026-08-17T02:54:03.6690453Z,1786935243669,153.656,3.49,235601920,251240448
2026-08-17T02:54:04.6806937Z,1786935244680,154.328,3.32,231305216,246853632
2026-08-17T02:54:05.6907058Z,1786935245690,154.781,2.24,278736896,295329792
2026-08-17T02:54:06.7029077Z,1786935246702,155.453,3.32,223092736,238252032
2026-08-17T02:54:07.7122759Z,1786935247712,156.125,3.33,289910784,306528256
2026-08-17T02:54:08.7194764Z,1786935248719,156.656,2.64,266227712,282300416
2026-08-17T02:54:09.7260996Z,1786935249726,157.25,2.95,260694016,276750336
2026-08-17T02:54:10.7351489Z,1786935250735,157.766,2.56,269492224,285585408
2026-08-17T02:54:11.7422955Z,1786935251742,158.422,3.26,274878464,291151872
2026-08-17T02:54:12.7474475Z,1786935252747,159.062,3.19,253333504,269094912
2026-08-17T02:54:13.7544523Z,1786935253754,159.625,2.79,220995584,236052480
2026-08-17T02:54:14.7684444Z,1786935254768,160.375,3.7,220008448,235225088
2026-08-17T02:54:15.7716035Z,1786935255771,161.016,3.19,279085056,295755776
2026-08-17T02:54:16.7791058Z,1786935256779,161.5,2.4,258813952,274874368
2026-08-17T02:54:17.7908314Z,1786935257790,162.047,2.7,267444224,283746304
2026-08-17T02:54:18.7977795Z,1786935258797,162.766,3.57,267509760,283742208
2026-08-17T02:54:19.8041416Z,1786935259804,163.312,2.72,248168448,263925760
2026-08-17T02:54:20.8146444Z,1786935260814,163.953,3.17,215896064,230846464
2026-08-17T02:54:21.8262590Z,1786935261826,164.422,2.32,213348352,229699584
2026-08-17T02:54:22.8391984Z,1786935262839,165.094,3.32,267649024,285822976
2026-08-17T02:54:23.8490793Z,1786935263849,165.703,3.02,248971264,266616832
2026-08-17T02:54:24.8598438Z,1786935264859,166.312,3.01,240676864,257290240
2026-08-17T02:54:25.8724637Z,1786935265872,166.922,3.01,223432704,239681536
2026-08-17T02:54:26.8839785Z,1786935266883,167.719,3.94,242913280,259579904
2026-08-17T02:54:27.8911057Z,1786935267891,168.172,2.25,220672000,237015040
2026-08-17T02:54:28.8989924Z,1786935268898,168.906,3.64,217948160,235536384
2026-08-17T02:54:29.9106045Z,1786935269910,169.562,3.24,219639808,236650496
2026-08-17T02:54:30.9180004Z,1786935270918,170.312,3.72,214298624,230404096
2026-08-17T02:54:31.9281352Z,1786935271928,170.859,2.71,242311168,259080192
2026-08-17T02:54:32.9435342Z,1786935272943,171.766,4.46,257576960,275152896
2026-08-17T02:54:33.9523341Z,1786935273952,172.594,4.1,222314496,238821376
2026-08-17T02:54:34.9648457Z,1786935274964,173.297,3.47,271843328,289488896
2026-08-17T02:54:35.9725832Z,1786935275972,174.094,3.95,242167808,259796992
2026-08-17T02:54:36.9832314Z,1786935276983,175.094,4.95,292982784,311529472
2026-08-17T02:54:37.9940078Z,1786935277994,175.953,4.25,248848384,266571776
2026-08-17T02:54:39.0048649Z,1786935279004,176.828,4.33,248950784,266620928
2026-08-17T02:54:40.0164268Z,1786935280016,177.656,4.09,268410880,286457856
2026-08-17T02:54:41.0278760Z,1786935281027,178.578,4.56,241680384,258924544
2026-08-17T02:54:42.0416569Z,1786935282041,179.531,4.7,218144768,237723648
2026-08-17T02:54:43.0545349Z,1786935283054,180.406,4.32,225849344,245895168
2026-08-17T02:54:44.0590480Z,1786935284059,181.406,4.98,239034368,256806912
2026-08-17T02:54:45.0687282Z,1786935285068,182.281,4.33,242724864,259891200
2026-08-17T02:54:46.0832786Z,1786935286083,183.281,4.93,240656384,257675264
2026-08-17T02:54:47.0943941Z,1786935287094,184.312,5.1,263270400,282316800
2026-08-17T02:54:48.1074173Z,1786935288107,185.391,5.32,263462912,281239552
2026-08-17T02:54:49.1224102Z,1786935289122,186.453,5.23,272093184,290275328
2026-08-17T02:54:50.1342364Z,1786935290134,187.469,5.02,250077184,267051008
2026-08-17T02:54:51.1523626Z,1786935291152,188.422,4.68,244412416,261455872
2026-08-17T02:54:52.1697956Z,1786935292169,189.594,5.76,240750592,257429504
2026-08-17T02:54:53.1888286Z,1786935293188,190.766,5.75,331874304,350965760
2026-08-17T02:54:54.1974028Z,1786935294197,191.797,5.11,310321152,329240576
2026-08-17T02:54:55.2129516Z,1786935295212,192.797,4.92,277266432,298450944
2026-08-17T02:54:56.2220700Z,1786935296222,193.922,5.57,243564544,260784128
2026-08-17T02:54:57.2354130Z,1786935297235,194.922,4.93,259100672,276340736
2026-08-17T02:54:58.2427280Z,1786935298242,196.109,5.89,245063680,261906432
2026-08-17T02:54:59.2534193Z,1786935299253,197.156,5.18,254001152,270991360
2026-08-17T02:55:00.2677972Z,1786935300267,198.391,6.08,293429248,311386112
2026-08-17T02:55:01.2835568Z,1786935301283,199.547,5.69,297824256,316215296
2026-08-17T02:55:02.2938705Z,1786935302293,200.625,5.34,287522816,305307648
2026-08-17T02:55:03.3185204Z,1786935303318,201.656,5.03,260632576,277573632
2026-08-17T02:55:04.3362315Z,1786935304336,202.75,5.37,271319040,288587776
2026-08-17T02:55:05.3607144Z,1786935305360,203.906,5.64,261427200,278474752
2026-08-17T02:55:06.3873241Z,1786935306387,205.062,5.63,283820032,301363200
2026-08-17T02:55:07.4042731Z,1786935307404,206.094,5.07,261799936,278650880
2026-08-17T02:55:08.4103914Z,1786935308410,207.266,5.82,297758720,316596224
2026-08-17T02:55:09.4175344Z,1786935309417,208.281,5.04,277708800,295456768
2026-08-17T02:55:10.4281462Z,1786935310428,209.391,5.49,237572096,254562304
2026-08-17T02:55:11.4422421Z,1786935311442,210.484,5.39,270327808,286748672
