iso,epochMs,cpuSeconds,cpuPercent,workingSetBytes,privateBytes
2026-08-17T02:48:38.5615271Z,1786934918561,86.953,2.92,152489984,177442816
2026-08-17T02:48:39.5770140Z,1786934919577,87.609,3.23,134647808,159170560
2026-08-17T02:48:40.5970137Z,1786934920597,88.422,3.98,159379456,184471552
2026-08-17T02:48:41.6087449Z,1786934921608,89.031,3.01,135684096,160223232
2026-08-17T02:48:42.6297061Z,1786934922629,90.094,5.2,164204544,189706240
2026-08-17T02:48:43.6415225Z,1786934923641,90.672,2.86,139235328,164323328
2026-08-17T02:48:44.6525842Z,1786934924652,91.422,3.71,160133120,185303040
2026-08-17T02:48:45.6724261Z,1786934925672,92.125,3.45,132616192,155807744
2026-08-17T02:48:46.6841882Z,1786934926684,93.078,4.71,131457024,155127808
2026-08-17T02:48:47.6960088Z,1786934927696,93.922,4.17,149102592,172707840
2026-08-17T02:48:48.7130527Z,1786934928713,94.25,1.61,159571968,183336960
2026-08-17T02:48:49.7284853Z,1786934929728,95.094,4.15,147955712,171442176
2026-08-17T02:48:50.7527738Z,1786934930752,95.984,4.35,135610368,159842304
2026-08-17T02:48:51.7760582Z,1786934931776,96.531,2.67,149676032,174202880
2026-08-17T02:48:52.8044777Z,1786934932804,97.391,4.18,134131712,158367744
2026-08-17T02:48:53.8178939Z,1786934933817,97.969,2.85,149204992,173789184
2026-08-17T02:48:54.8412405Z,1786934934841,98.891,4.5,142188544,166055936
2026-08-17T02:48:55.8599215Z,1786934935859,99.609,3.53,134651904,158294016
2026-08-17T02:48:56.8722298Z,1786934936872,100.328,3.55,130670592,155049984
2026-08-17T02:48:57.8905934Z,1786934937890,101.031,3.45,133148672,157257728
2026-08-17T02:48:58.9043550Z,1786934938904,101.891,4.24,137891840,161804288
2026-08-17T02:48:59.9171760Z,1786934939917,102.625,3.63,136654848,160473088
2026-08-17T02:49:00.9276383Z,1786934940927,103.219,2.94,136757248,160473088
2026-08-17T02:49:01.9551744Z,1786934941955,104.016,3.88,140017664,163790848
2026-08-17T02:49:02.9719360Z,1786934942971,104.75,3.61,165965824,190500864
2026-08-17T02:49:03.9874322Z,1786934943987,105.453,3.46,153722880,177770496
2026-08-17T02:49:05.0030198Z,1786934945003,106.234,3.85,130973696,151044096
2026-08-17T02:49:06.0153233Z,1786934946015,106.938,3.47,156102656,176410624
2026-08-17T02:49:07.0265067Z,1786934947026,107.641,3.48,147275776,165052416
2026-08-17T02:49:08.0374602Z,1786934948037,108.375,3.63,167964672,186007552
2026-08-17T02:49:09.0469398Z,1786934949046,109.094,3.56,146989056,164003840
2026-08-17T02:49:10.0631175Z,1786934950063,109.969,4.31,170688512,188248064
2026-08-17T02:49:11.0789396Z,1786934951078,110.594,3.08,150749184,166195200
2026-08-17T02:49:12.0916791Z,1786934952091,111.562,4.78,155045888,170967040
2026-08-17T02:49:13.1021931Z,1786934953102,112.172,3.02,137625600,153059328
2026-08-17T02:49:14.1141237Z,1786934954114,112.922,3.71,137637888,153059328
2026-08-17T02:49:15.1251587Z,1786934955125,113.578,3.25,161001472,176934912
2026-08-17T02:49:16.1396293Z,1786934956139,114.344,3.77,137646080,155348992
2026-08-17T02:49:17.1577826Z,1786934957157,115.141,3.91,165761024,182566912
2026-08-17T02:49:18.1679118Z,1786934958167,115.875,3.64,145522688,161378304
2026-08-17T02:49:19.2060682Z,1786934959206,116.531,3.16,167100416,183418880
2026-08-17T02:49:20.2184593Z,1786934960218,117.188,3.24,157597696,173264896
2026-08-17T02:49:21.2332668Z,1786934961233,117.938,3.7,143597568,158912512
2026-08-17T02:49:22.2383653Z,1786934962238,118.547,3.03,159780864,175452160
2026-08-17T02:49:23.2729410Z,1786934963272,119.344,3.85,142114816,156749824
2026-08-17T02:49:24.2812272Z,1786934964281,120.25,4.49,170393600,185733120
2026-08-17T02:49:25.3000341Z,1786934965300,120.922,3.3,148807680,163627008
2026-08-17T02:49:26.3154826Z,1786934966315,121.672,3.69,134213632,149438464
2026-08-17T02:49:27.3499299Z,1786934967349,122.344,3.25,137756672,156237824
2026-08-17T02:49:28.3706141Z,1786934968370,123.328,4.82,142606336,158367744
2026-08-17T02:49:29.4005019Z,1786934969400,124.031,3.41,146186240,160940032
2026-08-17T02:49:30.4188004Z,1786934970418,124.922,4.37,150949888,165990400
2026-08-17T02:49:31.4486481Z,1786934971448,125.234,1.52,159580160,174800896
2026-08-17T02:49:32.4615951Z,1786934972461,126.156,4.55,162418688,177672192
2026-08-17T02:49:33.5004035Z,1786934973500,126.828,3.23,143294464,156766208
2026-08-17T02:49:34.5114781Z,1786934974511,127.703,4.33,145092608,158580736
2026-08-17T02:49:35.5163436Z,1786934975516,128.234,2.64,159133696,172961792
2026-08-17T02:49:36.5365176Z,1786934976536,129.125,4.37,144109568,157540352
2026-08-17T02:49:37.5465300Z,1786934977546,129.906,3.87,169746432,183803904
2026-08-17T02:49:38.5504702Z,1786934978550,130.797,4.44,156569600,170299392
2026-08-17T02:49:39.5517929Z,1786934979551,131.359,2.81,152260608,165892096
2026-08-17T02:49:40.5690446Z,1786934980569,132.156,3.92,141492224,154877952
2026-08-17T02:49:41.5792406Z,1786934981579,133.047,4.41,143331328,156790784
2026-08-17T02:49:42.5915296Z,1786934982591,133.859,4.01,160362496,174379008
2026-08-17T02:49:43.6116271Z,1786934983611,134.453,2.91,161308672,175165440
2026-08-17T02:49:44.6285800Z,1786934984628,135.172,3.53,160239616,174075904
2026-08-17T02:49:45.6472981Z,1786934985647,136.047,4.29,143409152,156835840
2026-08-17T02:49:46.6646297Z,1786934986664,136.859,3.99,159535104,173334528
2026-08-17T02:49:47.6724689Z,1786934987672,137.797,4.65,151543808,165785600
2026-08-17T02:49:48.6885374Z,1786934988688,138.594,3.92,173539328,187822080
2026-08-17T02:49:49.7068380Z,1786934989706,139.375,3.84,154173440,168009728
2026-08-17T02:49:50.7227845Z,1786934990722,140.375,4.92,176025600,190287872
2026-08-17T02:49:51.7447609Z,1786934991744,141.016,3.13,156708864,170446848
2026-08-17T02:49:52.7651376Z,1786934992765,141.906,4.36,134459392,149225472
2026-08-17T02:49:53.7698475Z,1786934993769,142.672,3.81,160735232,175403008
2026-08-17T02:49:54.7701142Z,1786934994770,143.078,2.03,145731584,159989760
2026-08-17T02:49:55.7747328Z,1786934995774,144.047,4.82,150556672,164171776
2026-08-17T02:49:56.7870486Z,1786934996787,144.625,2.86,166178816,180133888
2026-08-17T02:49:57.8081119Z,1786934997808,145.531,4.44,157605888,171323392
2026-08-17T02:49:58.8454479Z,1786934998845,146.078,2.64,153346048,233254912
2026-08-17T02:49:59.8625616Z,1786934999862,147.047,4.76,145858560,225611776
2026-08-17T02:50:00.8773333Z,1786935000877,147.688,3.16,165269504,245432320
2026-08-17T02:50:01.9049089Z,1786935001904,147.688,0,165269504,245432320
2026-08-17T02:50:02.9599551Z,1786935002959,147.688,0,165269504,245432320
2026-08-17T02:50:04.0036375Z,1786935004003,147.688,0,165269504,245432320
2026-08-17T02:50:05.0280356Z,1786935005028,147.688,0,165269504,245432320
